"player_name","nation","sport","sport_sub","age","birthdate","start_date","retirement_date","best_rank","date_rank","age_success","start_age","retire_age","sex","career_length"
"Sergey Sakhnovsky","ISR","Iceskating","Iceskating-Men",NA,NA,"1998",2006,"0",NA,NA,NA,NA,"male",8
"Aleksei Saks","EST","Iceskating","Iceskating-Men",40,1982,"2006",2006,"0",2006,24,24,24,"male",0
"Massimo Salvadè","ITA","Iceskating","Iceskating-Men",50,1971,"1992",1992,"0",1992,21,21,21,"male",0
NA,NA,"Iceskating","Iceskating-Men",NA,NA,NA,NA,NA,NA,NA,NA,NA,"male",NA
"Todd Sand","USA","Iceskating","Iceskating-Men",58,1963,"1992",1998,"0",1995,31,29,35,"male",6
"Emanuel Sandhu","CAN","Iceskating","Iceskating-Men",NA,NA,"2002",2006,NA,NA,NA,NA,NA,"male",4
"Muslim Sattarov","UZB","Iceskating","Iceskating-Men",56,1965,"1994",1994,"0",1994,29,29,29,"male",0
"Matt Savoie","USA","Iceskating","Iceskating-Men",41,1980,"2006",2006,"0",2006,26,26,26,"male",0
"Shawn Sawyer","CAN","Iceskating","Iceskating-Men",37,1985,"2006",2006,"0",2006,21,21,21,"male",0
"Massimo Scali","ITA","Iceskating","Iceskating-Men",42,1979,"2002",2010,"0",2006,27,23,31,"male",8
"Hendryk Schamberger","GER","Iceskating","Iceskating-Men",54,1968,"1994",1994,"0",1994,26,26,26,"male",0
"Patrick Schmit","LUX","Iceskating","Iceskating-Men",47,1974,"1998",1998,"0",1998,24,24,24,"male",0
"Olivier Schoenfelder","FRA","Iceskating","Iceskating-Men",44,1977,"2002",2010,"0",2006,29,25,33,"male",8
"Adrian Schultheiss","SWE","Iceskating","Iceskating-Men",33,1988,"2010",2010,"0",2010,22,22,22,"male",0
"Maksim Shabalin","RUS","Iceskating","Iceskating-Men",40,1982,"2006",2010,"1",2008,26,24,28,"male",4
"Siarhei Sheiko","BLR","Iceskating","Iceskating-Men",NA,NA,"1994",1994,"0",NA,NA,NA,NA,"male",0
"Michael Shmerkin","ISR","Iceskating","Iceskating-Men",52,1970,"1994",1998,"0",1996,26,24,28,"male",4
"Anton Sikharulidze","RUS","Iceskating","Iceskating-Men",45,1976,"1998",2002,"2",2000,24,22,26,"male",4
"Martin Šimeček","CZE TCH","Iceskating","Iceskating-Men",54,1967,"1992",1998,"0",1995,27,25,31,"male",6
"Charles Sinek","USA","Iceskating","Iceskating-Men",53,1968,"2002",2002,"0",2002,34,34,34,"male",0
"Mariusz Siudek","POL","Iceskating","Iceskating-Men",50,1972,"1998",2006,"0",2002,30,26,34,"male",8
"Roman Skornyakov","UZB","Iceskating","Iceskating-Men",46,1976,"1998",2002,"0",2000,24,22,26,"male",4
"Oļegs Šļahovs","LAT","Iceskating","Iceskating-Men",48,1973,"1994",1994,"0",1994,21,21,21,"male",0
"Sergey Slavnov","RUS","Iceskating","Iceskating-Men",40,1982,"2006",2006,"0",2006,24,24,24,"male",0
"Michael Slipchuk","CAN","Iceskating","Iceskating-Men",56,1966,"1992",1992,"0",1992,26,26,26,"male",0
"Aleksandr Smirnov","RUS","Iceskating","Iceskating-Men",37,1984,"2010",2010,"0",2010,26,26,26,"male",0
"Oleksandr Sosnenko","UKR","Iceskating","Iceskating-Men",50,1971,"1994",1994,"0",1994,23,23,23,"male",0
"Dmitry Solovyov","ROC RUS","Iceskating","Iceskating-Men",32,1989,"2010",2018,"2",NA,NA,21,29,"male",8
"Maksim Stavisky","BUL","Iceskating","Iceskating-Men",NA,NA,"1998",2006,"0",NA,NA,NA,NA,"male",8
"Ingo Steuer","GER","Iceskating","Iceskating-Men",55,1966,"1994",1998,"1",1996,30,28,32,"male",4
"Elvis Stojko","CAN","Iceskating","Iceskating-Men",50,1972,"1992",2002,"2",1996,24,20,30,"male",10
"Yevgeny Sviridov","UZB","Iceskating","Iceskating-Men",47,1974,"2002",2002,"0",2002,28,28,28,"male",0
"Jerod Swallow","USA","Iceskating","Iceskating-Men",55,1966,"1994",1998,"0",1996,30,28,32,"male",4
"Csaba Szentpétery","HUN","Iceskating","Iceskating-Men",53,1968,"1992",1992,"0",1992,24,24,24,"male",0
"Robin Szolkowy","GER","Iceskating","Iceskating-Men",42,1979,"2006",2014,"2",2010,31,27,35,"male",8
"David Szurman","CZE","Iceskating","Iceskating-Men",41,1981,"2002",2002,"0",2002,21,21,21,"male",0
"Daisuke Takahashi","JPN","Iceskating","Iceskating-Men",36,1986,"2006",2014,"1",2010,24,20,28,"male",8
"Yosuke Takeuchi","JPN","Iceskating","Iceskating-Men",42,1979,"2002",2002,"0",2002,23,23,23,"male",0
"Roman Talan","UKR","Iceskating","Iceskating-Men",34,1988,"2010",2010,"0",2010,22,22,22,"male",0
"Yamato Tamura","JPN","Iceskating","Iceskating-Men",43,1979,"1998",1998,"0",1998,19,19,19,"male",0
"Hiroshi Tanaka","JPN","Iceskating","Iceskating-Men",49,1972,"1998",1998,"0",1998,26,26,26,"male",0
"Oleg Tataurov","RUS","Iceskating","Iceskating-Men",49,1972,"1994",1994,"0",1994,22,22,22,"male",0
"Peter Tchernyshev","USA","Iceskating","Iceskating-Men",51,1971,"2002",2002,"0",2002,31,31,31,"male",0
"Denis Ten","KAZ","Iceskating","Iceskating-Men",28,1993,"2010",2018,"1",2014,21,17,25,"male",8
"Aleksey Tikhonov","RUS","Iceskating","Iceskating-Men",50,1971,"2002",2006,"0",2004,33,31,35,"male",4
"Stanimir Todorov","BUL","Iceskating","Iceskating-Men",40,1982,"2006",2006,"0",2006,24,24,24,"male",0
"Tong Jian","CHN","Iceskating","Iceskating-Men",NA,NA,"2002",2014,"1",NA,NA,NA,NA,"male",12
"Attila Tóth","HUN","Iceskating","Iceskating-Men",57,1965,"1984",1992,"0",1988,23,19,27,"male",8
"Szilárd Tóth","HUN","Iceskating","Iceskating-Men",48,1973,"1994",1994,"0",1994,21,21,21,"male",0
"Zoltán Tóth","HUN","Iceskating","Iceskating-Men",42,1979,"2002",2006,"0",2004,25,23,27,"male",4
"Maksim Trankov","RUS","Iceskating","Iceskating-Men",38,1983,"2010",2014,"2",2012,29,27,31,"male",4
"Jason Turner","CAN","Iceskating","Iceskating-Men",51,1971,"1994",1994,"0",1994,23,23,23,"male",0
"Michael Tyllesen","DEN","Iceskating","Iceskating-Men",48,1973,"1994",1998,"0",1996,23,21,25,"male",4
"Gregor Urbas","SLO","Iceskating","Iceskating-Men",39,1982,"2006",2010,"0",2008,26,24,28,"male",4
"Aleksey Urmanov","RUS EUN","Iceskating","Iceskating-Men",48,1973,"1992",1994,"1",1993,20,19,21,"male",2
"Henrik Valentin","DEN","Iceskating","Iceskating-Men",54,1967,"1992",1992,"0",1992,25,25,25,"male",0
"Kevin Van der Perren","BEL","Iceskating","Iceskating-Men",39,1982,"2002",2010,"0",2006,24,20,28,"male",8
"Povilas Vanagas","LTU","Iceskating","Iceskating-Men",51,1970,"1992",2006,"0",1998,28,22,36,"male",14
"Serhiy Verbillo","UKR","Iceskating","Iceskating-Men",37,1984,"2010",2010,"0",2010,26,26,26,"male",0
"Tomáš Verner","CZE","Iceskating","Iceskating-Men",36,1986,"2006",2014,"0",2010,24,20,28,"male",8
"Gilberto Viadana","ITA","Iceskating","Iceskating-Men",49,1973,"1992",1998,"0",1995,22,19,25,"male",6
"Szabolcs Vidrai","HUN","Iceskating","Iceskating-Men",45,1977,"1998",1998,"0",1998,21,21,21,"male",0
"David Vincour","CZE","Iceskating","Iceskating-Men",38,1984,"2010",2010,"0",2010,26,26,26,"male",0
"Andrejs Vlaščenko","LAT","Iceskating","Iceskating-Men",47,1974,"1994",1994,"0",1994,20,20,20,"male",0
"Oleh Voiko","UKR","Iceskating","Iceskating-Men",42,1980,"2002",2006,"0",2004,24,22,26,"male",4
"Johnny Weir","USA","Iceskating","Iceskating-Men",37,1984,"2006",2010,"0",2008,24,22,26,"male",4
"Michael Weiss","USA","Iceskating","Iceskating-Men",45,1976,"1998",2002,"0",2000,24,22,26,"male",4
"Daniel Wende","GER","Iceskating","Iceskating-Men",37,1984,"2010",2014,"0",2012,28,26,30,"male",4
"Scott Wendland","USA","Iceskating","Iceskating-Men",57,1965,"1992",1992,"0",1992,27,27,27,"male",0
"Charlie White, Jr.","USA","Iceskating","Iceskating-Men",34,1987,"2010",2014,"3",2012,25,23,27,"male",4
"Kris Wirtz","CAN","Iceskating","Iceskating-Men",52,1969,"1992",1998,"0",1995,25,23,29,"male",6
"Russ Witherby","USA","Iceskating","Iceskating-Men",60,1962,"1992",1992,"0",1992,30,30,30,"male",0
"Paul Wylie","USA","Iceskating","Iceskating-Men",57,1964,"1988",1992,"1",1990,26,24,28,"male",4
"Aleksey Yagudin","RUS","Iceskating","Iceskating-Men",42,1980,"1998",2002,"1",2000,20,18,22,"male",4
"Ihor Yaroshenko","UKR","Iceskating","Iceskating-Men",55,1967,"1994",1998,"0",1996,29,27,31,"male",4
"V'iacheslav Zahorodniuk","UKR EUN","Iceskating","Iceskating-Men",NA,NA,"1992",1998,"0",NA,NA,NA,NA,"male",6
"Roman Zaretski","ISR","Iceskating","Iceskating-Men",NA,NA,"2006",2010,"0",NA,NA,NA,NA,"male",4
"Maxim Zavozin","HUN","Iceskating","Iceskating-Men",37,1985,"2010",2010,"0",2010,25,25,25,"male",0
"Karel Zelenka","ITA","Iceskating","Iceskating-Men",39,1983,"2006",2006,"0",2006,23,23,23,"male",0
"Zhang Hao","CHN","Iceskating","Iceskating-Men",NA,NA,"2002",2018,"1",NA,NA,NA,NA,"male",16
"Zhang Min","CHN","Iceskating","Iceskating-Men",NA,NA,"1994",2006,"0",NA,NA,NA,NA,"male",12
"Zhang Zhubin","CHN","Iceskating","Iceskating-Men",56,1966,"1988",1992,"0",1990,24,22,26,"male",4
"Zhao Hongbo","CHN","Iceskating","Iceskating-Men",NA,NA,"1998",2010,"3",NA,NA,NA,NA,"male",12
"Zheng Xun","CHN","Iceskating","Iceskating-Men",NA,NA,"2010",2014,"0",NA,NA,NA,NA,"male",4
"Sasha Zhulin","RUS EUN","Iceskating","Iceskating-Men",58,1963,"1992",1994,"2",1993,30,29,31,"male",2
"John Zimmerman","USA","Iceskating","Iceskating-Men",48,1973,"2002",2002,"0",2002,29,29,29,"male",0
"Trifun Živanović","SRB SCG","Iceskating","Iceskating-Men",47,1975,"2006",2006,"0",2006,31,31,31,"male",0
"Artyom Znachkov","ARM","Iceskating","Iceskating-Men",NA,NA,"2002",2002,"0",NA,NA,NA,NA,"male",0
"Michał Zych","POL","Iceskating","Iceskating-Men",40,1982,"2006",2006,"0",2006,24,24,24,"male",0
"Dmitry Aliyev","ROC RUS","Iceskating","Iceskating-Men",NA,NA,"2016",2018,NA,NA,NA,NA,NA,"male",2
"Nathan Bartholomay","USA","Iceskating","Iceskating-Men",33,1989,"2014",2014,"0",2014,25,25,25,"male",0
"Chafik Besseghier","FRA","Iceskating","Iceskating-Men",32,1989,"2018",2018,"0",2018,29,29,29,"male",0
"Martin Bidař","CZE","Iceskating","Iceskating-Men",NA,NA,"2016",2022,NA,NA,NA,NA,NA,"male",6
"Charlie Bilodeau","CAN","Iceskating","Iceskating-Men",28,1993,"2018",2018,"0",2018,25,25,25,"male",0
"Ruben Blommaert","GER","Iceskating","Iceskating-Men",30,1992,"2018",2018,"0",2018,26,26,26,"male",0
"Jason Brown","USA","Iceskating","Iceskating-Men",27,1994,"2014",2022,"1",NA,NA,20,28,"male",8
"Alexei Bychenko","ISR","Iceskating","Iceskating-Men",NA,NA,"2014",2022,"0",NA,NA,NA,NA,"male",8
"Stefano Caruso","GER","Iceskating","Iceskating-Men",35,1987,"2014",2014,"0",2014,27,27,27,"male",0
"Michal Češka","CZE","Iceskating","Iceskating-Men",29,1992,"2018",2018,"0",2018,26,26,26,"male",0
"Cha Jun-Hwan","KOR","Iceskating","Iceskating-Men",NA,NA,"2016",2022,NA,NA,NA,NA,NA,"male",6
"Nathan Chen","USA","Iceskating","Iceskating-Men",23,1999,"2018",2022,"3",NA,NA,19,23,"male",4
"Morgan Ciprès","FRA","Iceskating","Iceskating-Men",31,1991,"2014",2018,"0",NA,NA,23,27,"male",4
"Guillaume Cizeron","FRA","Iceskating","Iceskating-Men",27,1994,"2018",2022,"2",NA,NA,24,28,"male",4
"Lukáš Csölley","SVK","Iceskating","Iceskating-Men",31,1990,"2018",2018,"0",2018,28,28,28,"male",0
"Adrián Díaz","ESP","Iceskating","Iceskating-Men",31,1990,"2014",2022,"0",2018,28,24,32,"male",8
"Zach Donohue","USA","Iceskating","Iceskating-Men",31,1991,"2018",2022,"2",NA,NA,27,31,"male",4
"Dmytro Dun","UKR","Iceskating","Iceskating-Men",32,1989,"2014",2014,"0",2014,25,25,25,"male",0
"Aleksandr Enbert","ROC","Iceskating","Iceskating-Men",33,1989,"2018",2018,"1",2018,29,29,29,"male",0
"Marco Fabbri","ITA","Iceskating","Iceskating-Men",34,1988,"2014",2022,"0",NA,NA,26,34,"male",8
"Paul Fentz","GER","Iceskating","Iceskating-Men",29,1992,"2018",2022,"0",NA,NA,26,30,"male",4
"Liam Firus","CAN","Iceskating","Iceskating-Men",29,1992,"2014",2014,"0",2014,22,22,22,"male",0
"Alex Gam","KOR","Iceskating","Iceskating-Men",27,1995,"2018",2018,"0",2018,23,23,23,"male",0
"Aleksandr Gamelin","KOR","Iceskating","Iceskating-Men",29,1993,"2018",2018,"0",2018,25,25,25,"male",0
"Alexander Gazsi","GER","Iceskating","Iceskating-Men",37,1984,"2014",2014,"0",2014,30,30,30,"male",0
"Misha Ge","UZB","Iceskating","Iceskating-Men",31,1991,"2014",2018,"0",2016,25,23,27,"male",4
"Matteo Guarise","ITA","Iceskating","Iceskating-Men",33,1988,"2014",2022,"0",NA,NA,26,34,"male",8
"Dzhonatan Gureyro","ROC","Iceskating","Iceskating-Men",31,1991,"2018",2018,"0",2018,27,27,27,"male",0
"Han Cong","CHN","Iceskating","Iceskating-Men",NA,NA,"2018",2022,"2",NA,NA,NA,NA,"male",4
"Yuzuru Hanyu","JPN","Iceskating","Iceskating-Men",27,1994,"2014",2022,"2",NA,NA,20,28,"male",8
"Jorik Hendrickx","BEL","Iceskating","Iceskating-Men",30,1992,"2014",2018,"0",2016,24,22,26,"male",4
"Yakiv Hodorozha","UKR","Iceskating","Iceskating-Men",29,1993,"2014",2014,"0",2014,21,21,21,"male",0
"Ondřej Hotárek","ITA","Iceskating","Iceskating-Men",38,1984,"2014",2018,"0",NA,NA,30,34,"male",4
"Mitchell Islam","CAN","Iceskating","Iceskating-Men",32,1990,"2014",2014,"0",2014,24,24,24,"male",0
"Jin Boyang","CHN","Iceskating","Iceskating-Men",NA,NA,"2018",2022,"0",NA,NA,NA,NA,"male",4
"Jin Yang","CHN","Iceskating","Iceskating-Men",NA,NA,"2012",2022,NA,NA,NA,NA,NA,"male",10
"Lloyd Jones","FRA","Iceskating","Iceskating-Men",33,1988,"2014",2014,"0",2014,26,26,26,"male",0
"Nikita Katsalapov","ROC RUS","Iceskating","Iceskating-Men",30,1991,"2014",2022,"4",NA,NA,23,31,"male",8
"Brendan Kerry","AUS","Iceskating","Iceskating-Men",27,1994,"2014",2022,"0",2018,24,20,28,"male",8
"Kirill Khaliavin","ESP","Iceskating","Iceskating-Men",31,1990,"2018",2018,"0",2018,28,28,28,"male",0
"Severin Kiefer","AUT","Iceskating","Iceskating-Men",31,1990,"2014",2022,"0",2018,28,24,32,"male",8
"Ryuichi Kihara","JPN","Iceskating","Iceskating-Men",29,1992,"2014",2022,"1",NA,NA,22,30,"male",8
"Kim Ju-Sik","PRK","Iceskating","Iceskating-Men",NA,NA,"2018",2018,"0",NA,NA,NA,NA,"male",0
"Fyodor Klimov","RUS","Iceskating","Iceskating-Men",31,1990,"2014",2014,"2",2014,24,24,24,"male",0
"Chris Knierim","USA","Iceskating","Iceskating-Men",34,1987,"2018",2018,"1",2018,31,31,31,"male",0
"Mikhail Kolyada","ROC","Iceskating","Iceskating-Men",27,1995,"2018",2018,"1",2018,23,23,23,"male",0
"Evgeni Krasnopolski","ISR","Iceskating","Iceskating-Men",33,1988,"2014",2022,"0",NA,NA,26,34,"male",8
"Morisi Kvitelashvili","GEO","Iceskating","Iceskating-Men",27,1995,"2018",2022,"0",2020,25,23,27,"male",4
"Romain Le Gac","FRA","Iceskating","Iceskating-Men",NA,NA,"2012",2018,NA,NA,NA,NA,NA,"male",6
"Peter Liebers","GER","Iceskating","Iceskating-Men",34,1988,"2014",2014,"0",2014,26,26,26,"male",0
"Liu Xinyu","CHN","Iceskating","Iceskating-Men",NA,NA,"2018",2022,"0",NA,NA,NA,NA,"male",4
"Tatsuki Machida","JPN","Iceskating","Iceskating-Men",32,1990,"2014",2014,"0",2014,24,24,24,"male",0
"Alexandre Majorov","SWE","Iceskating","Iceskating-Men",30,1991,"2014",2014,"0",2014,23,23,23,"male",0
"Michael Marinaro","CAN","Iceskating","Iceskating-Men",30,1992,"2018",2022,"0",NA,NA,26,30,"male",4
"Michael Christian Martinez","PHI","Iceskating","Iceskating-Men",NA,NA,"2012",2018,NA,NA,NA,NA,NA,"male",6
"Bruno Massot","GER","Iceskating","Iceskating-Men",33,1989,"2018",2018,"1",2018,29,29,29,"male",0
"Gregory Merriman","AUS","Iceskating","Iceskating-Men",33,1988,"2014",2014,"0",2014,26,26,26,"male",0
"Keegan Messing","CAN","Iceskating","Iceskating-Men",30,1992,"2018",2022,"0",NA,NA,26,30,"male",4
"Felipe Montoya","ESP","Iceskating","Iceskating-Men",31,1990,"2018",2018,"0",2018,28,28,28,"male",0
"Vladimir Morozov","ROC","Iceskating","Iceskating-Men",29,1992,"2018",2022,"2",NA,NA,26,30,"male",4
"Dylan Moscovitch","CAN","Iceskating","Iceskating-Men",37,1984,"2014",2014,"1",2014,30,30,30,"male",0
"Max Nikitin","UKR","Iceskating","Iceskating-Men",NA,NA,"2012",2022,NA,NA,NA,NA,NA,"male",10
"Yaroslav Paniot","UKR","Iceskating","Iceskating-Men",NA,NA,"2012",2018,NA,NA,NA,NA,NA,"male",6
"Paul Bonifacio Parkinson","ITA","Iceskating","Iceskating-Men",31,1991,"2014",2014,"0",2014,23,23,23,"male",0
"Matthew Parr","GBR","Iceskating","Iceskating-Men",32,1990,"2014",2014,"0",2014,24,24,24,"male",0
"Andrew Poje","CAN","Iceskating","Iceskating-Men",35,1987,"2014",2018,"0",2016,29,27,31,"male",4
"Joti Polizoakis","GER","Iceskating","Iceskating-Men",26,1995,"2018",2018,"0",2018,23,23,23,"male",0
"Eric Radford","CAN","Iceskating","Iceskating-Men",37,1985,"2014",2022,"3",NA,NA,29,37,"male",8
"Francisco Raya","ESP","Iceskating","Iceskating-Men",31,1991,"2014",2014,"0",2014,23,23,23,"male",0
"Kevin Reynolds","CAN","Iceskating","Iceskating-Men",31,1990,"2014",2014,"1",2014,24,24,24,"male",0
"Adam Rippon","USA","Iceskating","Iceskating-Men",32,1989,"2018",2018,"1",2018,29,29,29,"male",0
"Matteo Rizzo","ITA","Iceskating","Iceskating-Men",23,1998,"2018",2022,"0",NA,NA,20,24,"male",4
"Aleksey Rogonov","ROC","Iceskating","Iceskating-Men",33,1988,"2018",2018,"0",2018,30,30,30,"male",0
"Viktor Romanenkov","EST","Iceskating","Iceskating-Men",28,1993,"2014",2014,"0",2014,21,21,21,"male",0
"Yuriy Rudyk","UKR","Iceskating","Iceskating-Men",30,1991,"2014",2014,"0",2014,23,23,23,"male",0
"Daniel Samohin","ISR","Iceskating","Iceskating-Men",24,1998,"2018",2018,"0",2018,20,20,20,"male",0
"Alex Shibutani","USA","Iceskating","Iceskating-Men",31,1991,"2014",2018,"2",2016,25,23,27,"male",4
"Simon Shnapir","USA","Iceskating","Iceskating-Men",34,1987,"2014",2014,"1",2014,27,27,27,"male",0
"Aleksey Sitnikov","AZE","Iceskating","Iceskating-Men",36,1986,"2014",2014,"0",2014,28,28,28,"male",0
"Maksym Spodyriew","POL","Iceskating","Iceskating-Men",28,1993,"2018",2022,"0",2020,27,25,29,"male",4
"Deividas Stagniūnas","LTU","Iceskating","Iceskating-Men",37,1985,"2014",2014,"0",2014,29,29,29,"male",0
"Rudi Swiegers","CAN","Iceskating","Iceskating-Men",34,1987,"2014",2014,"0",2014,27,27,27,"male",0
"Keiji Tanaka","JPN","Iceskating","Iceskating-Men",27,1994,"2018",2018,"0",2018,24,24,24,"male",0
"Alper Uçar","TUR","Iceskating","Iceskating-Men",37,1985,"2014",2018,"0",2016,31,29,33,"male",4
"Shoma Uno","JPN","Iceskating","Iceskating-Men",NA,NA,"2012",2022,NA,NA,NA,NA,NA,"male",10
"Deniss Vasiļjevs","LAT","Iceskating","Iceskating-Men",NA,NA,"2016",2022,NA,NA,NA,NA,NA,"male",6
"Harley Windsor","AUS","Iceskating","Iceskating-Men",25,1996,"2018",2018,"0",2018,22,22,22,"male",0
"Yan Han","CHN","Iceskating","Iceskating-Men",NA,NA,"2012",2018,NA,NA,NA,NA,NA,"male",6
"Julian Yee","MAS","Iceskating","Iceskating-Men",25,1997,"2018",2018,"0",2018,21,21,21,"male",0
"Ruslan Zhiganshin","RUS","Iceskating","Iceskating-Men",29,1992,"2014",2014,"0",2014,22,22,22,"male",0
"Vincent Zhou","USA","Iceskating","Iceskating-Men",21,2000,"2018",2022,"1",NA,NA,18,22,"male",4
"Rony Zilberberg","ISR","Iceskating","Iceskating-Men",26,1996,"2018",2018,"0",2018,22,22,22,"male",0
"Adrian Crowley Carrasco","ESP","Handball","Handball-Men",34,1988,"2011",2021,"2.75",2017,29,23,33,"male",10
"Aleksander Dereven","RUS","Handball","Handball-Men",30,1992,"2019",2021,NA,NA,NA,27,29,"male",2
"Alem Toskic","SRB","Handball","Handball-Men",40,1982,"2004",2020,"3.1",2017,35,22,38,"male",16
"Alen Muratovic","MNE","Handball","Handball-Men",42,1979,"1998",2021,"2.89655172413793",2017,38,19,42,"male",23
"Alfredo Quintana","PRT","Handball","Handball-Men",34,1988,"2010",2021,"0.3",2020,32,22,33,"male",11
"Alvaro Seabra Rodrigues","PRT","Handball","Handball-Men",41,1981,"2004",2021,"2",2001,20,23,40,"male",17
"Anders Eggert","DNK","Handball","Handball-Men",40,1982,"2003",2021,"5.76923076923077",2018,36,21,39,"male",18
"Baptiste Butto","FRA","Handball","Handball-Men",35,1987,"2005",2021,"5.08",2017,30,18,34,"male",16
"Bjarte Myrhol","NOR","Handball","Handball-Men",40,1982,"2001",2021,"4.875",2018,36,19,39,"male",20
"Blazenko Lackovic","HRV","Handball","Handball-Men",41,1980,"1999",2021,NA,NA,NA,19,41,"male",22
"Damir Bicanic","HRV","Handball","Handball-Men",36,1985,"2008",2020,"3.90909090909091",2017,32,23,35,"male",12
"Dan Savenco","ROU","Handball","Handball-Men",36,1985,"2008",2021,"3.5",2016,31,23,36,"male",13
"Daniel Cerqueira Rodriguez","ESP","Handball","Handball-Men",37,1984,"2012",2021,"2.90322580645161",2018,34,28,37,"male",9
"Dario Ajo Villarraso","ESP","Handball","Handball-Men",32,1989,"2012",2020,"3.16666666666667",2019,30,23,31,"male",8
"Dzianis Rutenka","BLR","Handball","Handball-Men",36,1986,"2005",2020,"2.5",2015,29,19,34,"male",15
"Dzmitry Nikulenkau","BLR","Handball","Handball-Men",37,1984,"2004",2020,"6",2015,31,20,36,"male",16
"Fabian van Olphen","NLD","Handball","Handball-Men",41,1981,"2000",2020,"1.71875",2017,36,19,39,"male",20
"Frederik Petersen","SWE","Handball","Handball-Men",38,1983,"2006",2021,"0.0625",2018,35,23,38,"male",15
"Gudjan Valur Sigurdsson","ISL","Handball","Handball-Men",42,1979,"1998",2020,"3.97619047619048",2017,38,19,41,"male",22
"Holger Glandorf","DEU","Handball","Handball-Men",39,1983,"2001",2020,"4.30769230769231",2017,34,18,37,"male",19
"Hugo Laurentino","PRT","Handball","Handball-Men",37,1984,"2005",2020,"0.111111111111111",2018,34,21,36,"male",15
"Ivan Brouka","BLR","Handball","Handball-Men",42,1980,"2002",2020,"0.2",2017,37,22,40,"male",18
"Ivan Stevanovic","HRV","Handball","Handball-Men",40,1982,"2007",2021,"0.0571428571428571",2008,26,25,39,"male",14
"Jacob ostergaard","DNK","Handball","Handball-Men",36,1986,"2019",2021,NA,NA,NA,33,35,"male",2
"Jari Lemke","DEU","Handball","Handball-Men",25,1997,"2017",2021,"0.166666666666667",2017,20,20,24,"male",4
"Jesper Noddesbo","DNK","Handball","Handball-Men",41,1980,"2000",2021,"4.66666666666667",2019,39,20,41,"male",21
"Joao Pais","PRT","Handball","Handball-Men",33,1988,"2006",2021,"0.25",2015,27,18,33,"male",15
"Jorge Gomez Lite","ESP","Handball","Handball-Men",33,1989,"2010",2020,"0.0333333333333333",2018,29,21,31,"male",10
"Kasper Sondergaard","DNK","Handball","Handball-Men",40,1981,"2003",2020,"4.375",2017,36,22,39,"male",17
"Kim Ekdahl du Rietz","SWE","Handball","Handball-Men",32,1989,"2005",2021,"4",2017,28,16,32,"male",16
"Klaus Thomsen","DNK","Handball","Handball-Men",36,1986,"2007",2021,"0.166666666666667",2017,31,21,35,"male",14
"Konstantin Igropulo","RUS","Handball","Handball-Men",37,1985,"2004",2020,"2.41666666666667",2019,34,19,35,"male",16
"Kristian Nippes","DEU","Handball","Handball-Men",34,1988,"2011",2021,"1.75757575757576",2018,30,23,33,"male",10
"Krzysztof Lijewski","POL","Handball","Handball-Men",38,1983,"2005",2021,"2.3",2018,35,22,38,"male",16
"Lars Friedrich","DEU","Handball","Handball-Men",37,1985,"2005",2020,NA,NA,NA,20,35,"male",15
"Luc Abalo","FRA","Handball","Handball-Men",37,1984,"2002",2021,"2.68",2018,34,18,37,"male",19
"Lukasz Janyst","POL","Handball","Handball-Men",38,1983,"2010",2021,"2",2019,36,27,38,"male",11
"Maciej Tokaj","POL","Handball","Handball-Men",28,1994,"2016",2021,"3.86666666666667",2019,25,22,27,"male",5
"Mads oris Nielsen","DNK","Handball","Handball-Men",41,1981,"2005",2021,"1.66666666666667",2018,37,24,40,"male",16
"Magnus Jondal","NOR","Handball","Handball-Men",34,1988,"2006",2021,"3.13793103448276",2018,30,18,33,"male",15
"Marc Garcia Dieguez","ESP","Handball","Handball-Men",37,1984,"2012",2021,"0.421052631578947",2017,33,28,37,"male",9
"Mariusz Jurkiewicz","POL","Handball","Handball-Men",40,1982,"2013",2020,"1.95652173913043",2018,36,31,38,"male",7
"Mark Strandgaard","DNK","Handball","Handball-Men",35,1987,"2004",2021,"4.5",2018,31,17,34,"male",17
"Marko Bagaric","HRV","Handball","Handball-Men",36,1985,"2003",2021,NA,NA,NA,18,36,"male",18
"Martin Strobel","DEU","Handball","Handball-Men",36,1986,"2008",2020,"2.83333333333333",2019,33,22,34,"male",12
"Mathias Kolstad Holm","NOR","Handball","Handball-Men",35,1986,"2019",2020,NA,NA,NA,33,34,"male",1
"Mattias Zachrisson","SWE","Handball","Handball-Men",31,1990,"2006",2020,"3.07317073170732",2018,28,16,30,"male",14
"Michael Haaß","DEU","Handball","Handball-Men",38,1983,"2001",2020,NA,NA,NA,18,37,"male",19
"Michael V. Knudsen","DNK","Handball","Handball-Men",43,1978,"2005",2020,NA,NA,NA,27,42,"male",15
"Nicky Verjans","NLD","Handball","Handball-Men",34,1987,"2010",2020,"3.28571428571429",2018,31,23,33,"male",10
"Nicolas Krakowski","FRA","Handball","Handball-Men",34,1987,"2007",2021,"0.857142857142857",2018,31,20,34,"male",14
"Nicolas Lundbye Kristiansen","DNK","Handball","Handball-Men",30,1992,"2019",2021,NA,NA,NA,27,29,"male",2
"Nikolai Weber","DEU","Handball","Handball-Men",41,1980,"2014",2021,"0.025",2018,38,34,41,"male",7
